order_id,order_date,updated_at,customer_id,channel,secondary_channel,notes,revenue,units_sold,discount_pct,margin,region
ORD-000025,2026-04-23 12:39:49.109442,2026-04-23 12:39:49.109442,2074,digital,,,3989.1638501156713,28,0.15703443254617358,0.5245678580216975,Nordeste
ORD-000026,2026-04-24 00:39:49.109445,2026-04-24 00:39:49.109445,3286,partner,referral,ok,,157,0.22606723345000118,0.5098846312854837,Sudeste
ORD-000027,2026-04-23 04:39:49.109447,2026-04-23 04:39:49.109447,1870,field,referral,,5702.728468558322,3,0.22470786012219054,0.38443032164056073,Norte
ORD-000028,2026-04-23 17:39:49.109449,2026-04-23 17:39:49.109449,7318,partner,,ok,4390.172319771348,185,0.23700637395298058,0.444020937047548,Nordeste
ORD-000029,2026-04-23 22:39:49.109451,2026-04-23 22:39:49.109451,3094,digital,,,3388.230051874475,51,0.24331447951408147,0.3258490566353709,Sudeste
ORD-000030,2026-04-23 21:39:49.109453,2026-04-23 21:39:49.109453,3853,digital,,,6349.007625844581,178,0.11773888419559697,0.24852150141924448,Nordeste
ORD-000031,2026-04-24 08:39:49.109455,2026-04-24 08:39:49.109455,8528,telesales,,,4664.020962653161,1,0.10906687278786523,0.4136632414051557,Nordeste
ORD-000032,2026-04-24 14:39:49.109457,2026-04-24 14:39:49.109457,4241,partner,,,4343.799047763919,90,0.24104943004954085,0.2764551929600029,Centro-Oeste
ORD-000033,2026-04-23 16:39:49.109460,2026-04-23 16:39:49.109460,2312,field,,,6359.583263662749,84,0.17391311784976446,0.45481761153473965,Nordeste
ORD-000034,2026-04-23 01:39:49.109462,2026-04-23 01:39:49.109462,1188,partner,,,3888.0614239463184,33,0.18231398515034258,0.4338286510709497,Sudeste
ORD-000035,2026-04-24 16:39:49.109464,2026-04-24 16:39:49.109464,3040,telesales,referral,ok,4117.287718404558,95,0.12357517523822104,0.3688178120430255,Sul
ORD-000036,2026-04-23 02:39:49.109466,2026-04-23 02:39:49.109466,9231,telesales,referral,,4223.089261949082,43,0.06048439760205177,0.36434367061626904,Centro-Oeste
ORD-000037,2026-04-23 04:39:49.109468,2026-04-23 04:39:49.109468,5936,field,referral,,2920.1169940297905,87,0.13707917077690174,0.4291430786839697,Centro-Oeste
ORD-000037,2026-04-24 05:39:49.109470,2026-04-24 05:39:49.109470,9952,partner,,ok,4878.8824385111375,75,0.2908939397307207,0.37196512184770647,Sudeste
ORD-000038,2026-04-23 13:39:49.109472,2026-04-23 13:39:49.109472,2935,telesales,,ok,3585.186306385859,40,0.08726006377439298,0.3176430618160624,Centro-Oeste
ORD-000040,2026-04-24 11:39:49.109475,2026-04-24 11:39:49.109475,4162,field,referral,,3815.133921226653,157,0.08160247241224128,0.22883942208053903,Centro-Oeste
ORD-000041,2026-04-23 07:39:49.109477,2026-04-23 07:39:49.109477,2468,partner,,,3654.6774247180033,105,0.03923525270672022,0.4267119783533808,Sul
ORD-000042,2026-04-23 10:39:49.109479,2026-04-23 10:39:49.109479,4585,telesales,referral,,3795.5157560352677,167,0.14435413230294816,0.37931512002996187,Nordeste
ORD-000043,2026-04-24 02:39:49.109517,2026-04-24 02:39:49.109517,6069,partner,referral,,3493.3026431810226,163,0.08655911876824712,0.570452806155108,Nordeste
ORD-000044,2026-04-24 15:39:49.109521,2026-04-24 15:39:49.109521,8272,field,referral,,4796.657013143966,53,0.20613711929893477,0.34232710748010503,Norte
ORD-000045,2026-04-22 21:39:49.109525,2026-04-22 21:39:49.109525,4312,partner,,ok,4313.288289017142,58,0.04053737450062562,0.37416288424672317,Norte
ORD-000046,2026-04-23 22:39:49.109529,2026-04-23 22:39:49.109529,7943,telesales,referral,ok,4557.609765849739,190,0.07419374480866994,0.3760402845743251,Sudeste
ORD-000047,2026-04-23 01:39:49.109531,2026-04-23 01:39:49.109531,6634,field,,,7324.545691754776,63,0.01855531484387699,0.4020605086412003,Nordeste
ORD-000048,2026-04-23 11:39:49.109533,2026-04-23 11:39:49.109533,3626,telesales,,,4313.326582680963,19,0.012441271397932063,0.27264968588842686,Sudeste
ORD-000049,2026-04-23 06:39:49.109535,2026-04-23 06:39:49.109535,9208,field,,,5225.93714668364,109,0.24424304175070743,0.34382277977773507,Norte
ORD-000050,2026-04-23 07:39:49.109537,2026-04-23 07:39:49.109537,4907,telesales,referral,,5362.499519203175,193,0.2717634313876576,0.41621275351027154,Sudeste
ORD-000051,2026-04-24 09:39:49.109539,2026-04-24 09:39:49.109539,2358,field,referral,,4424.572050762871,47,0.2291666506106366,0.323378925726446,Centro-Oeste
ORD-000052,2026-04-24 01:39:49.109541,2026-04-24 01:39:49.109541,9663,partner,,ok,4828.558957854046,127,0.25954904106773913,0.413215099502898,Sul
ORD-000053,2026-04-23 21:39:49.109544,2026-04-23 21:39:49.109544,9219,telesales,,,4524.83782831491,68,0.025978844261107047,0.3577372774378997,Sul
ORD-000054,2026-04-23 19:39:49.109546,2026-04-23 19:39:49.109546,1445,telesales,referral,ok,4743.070074853774,77,0.26944028435386536,0.3821496854043942,Centro-Oeste
ORD-000055,2026-04-24 16:39:49.109548,2026-04-24 16:39:49.109548,9121,telesales,referral,,3796.1798527822357,91,0.13981195094123447,0.4420909130866248,Sul
ORD-000056,2026-04-23 17:39:49.109550,2026-04-23 17:39:49.109550,9525,field,,,3906.9464285042113,29,0.23059314687925472,0.3318115523958828,Sul
ORD-000057,2026-04-24 11:39:49.109553,2026-04-24 11:39:49.109553,8460,field,,,4520.306703939691,77,0.1847271865252685,0.23385190313974008,Sudeste
ORD-000058,2026-04-23 08:39:49.109555,2026-04-23 08:39:49.109555,3294,field,referral,ok,2133.7156273788078,55,0.10496094482344191,0.3286928055711219,Centro-Oeste
ORD-000059,2026-04-23 10:39:49.109557,2026-04-23 10:39:49.109557,6680,digital,referral,,6295.287347718389,163,0.07943970981585156,0.2839555855129914,Sul
ORD-000060,2026-04-22 23:39:49.109559,2026-04-22 23:39:49.109559,5843,digital,referral,,7093.029621598955,46,0.03543904868801138,0.17994111587830366,Sul
ORD-000061,2026-04-23 07:39:49.109561,2026-04-23 07:39:49.109561,6580,digital,,,4704.420311909657,169,0.12379533044431157,0.3414654698261943,Centro-Oeste
ORD-000062,2026-04-24 01:39:49.109563,2026-04-24 01:39:49.109563,6547,partner,,ok,5298.5630127012055,4,0.14823081483886325,0.36592245272395807,Nordeste
ORD-000063,2026-04-22 21:39:49.109565,2026-04-22 21:39:49.109565,6752,partner,referral,ok,5797.269204060596,81,0.2949345282731812,0.43166090742469176,Nordeste
ORD-000064,2026-04-23 23:39:49.109567,2026-04-23 23:39:49.109567,5625,digital,,,2910.3963125060773,54,0.011187142898618352,0.25885516349952087,Sul
ORD-000065,2026-04-24 03:39:49.109570,2026-04-24 03:39:49.109570,7213,digital,referral,,5613.933534341308,90,0.1770447486657219,0.3570820819617476,Norte
ORD-000066,2026-04-23 00:39:49.109572,2026-04-23 00:39:49.109572,5738,partner,,,,154,0.1574984465785111,0.440247306564034,Norte
ORD-000067,2026-04-24 01:39:49.109574,2026-04-24 01:39:49.109574,1148,field,referral,,7248.869075780212,191,0.0068688570931367595,0.30402822372961563,Centro-Oeste
ORD-000068,2026-04-24 15:39:49.109576,2026-04-24 15:39:49.109576,1317,telesales,referral,ok,4274.088516001566,145,0.09892269930075591,0.3928977407424259,Sul
ORD-000069,2026-04-23 20:39:49.109579,2026-04-23 20:39:49.109579,9621,field,referral,,5589.818667805992,101,0.12687822690124675,0.4778174406682361,Nordeste
ORD-000070,2026-04-23 05:39:49.109581,2026-04-23 05:39:49.109581,9182,digital,referral,ok,,102,0.1482809285217625,0.20100685787337444,Centro-Oeste
ORD-000071,2026-04-24 10:39:49.109584,2026-04-24 10:39:49.109584,6269,digital,referral,ok,7136.031307596536,198,0.07003682579713773,0.3718123456825133,Norte
ORD-000072,2026-04-23 21:39:49.109587,2026-04-23 21:39:49.109587,2571,telesales,,ok,3885.1797395533135,198,0.010230065969228418,0.4430311902423136,Sul
ORD-000073,2026-04-24 12:39:49.109591,2026-04-24 12:39:49.109591,8032,partner,,,,152,0.08815293385794117,0.3219429727586199,Sul
ORD-000074,2026-04-23 10:39:49.109595,2026-04-23 10:39:49.109595,2289,partner,,ok,5252.013458942336,33,0.25090855273007645,0.46094079769770296,Sudeste
ORD-000075,2026-04-23 20:39:49.109598,2026-04-23 20:39:49.109598,4395,digital,referral,,4985.171953996993,53,0.24235736288531515,0.40073774278364693,Norte
ORD-000076,2026-04-24 03:39:49.109602,2026-04-24 03:39:49.109602,3968,field,referral,,4774.808881253727,55,0.054225232350499794,0.49154857320902845,Norte
ORD-000077,2026-04-24 08:39:49.109607,2026-04-24 08:39:49.109607,1111,partner,,ok,3699.5849787637644,46,0.19389004969729765,0.3965971859908175,Sudeste
ORD-000078,2026-04-23 16:39:49.109611,2026-04-23 16:39:49.109611,8262,partner,,,1396.7324274791072,193,0.2770942124321015,0.49820309618452924,Norte
ORD-000079,2026-04-23 11:39:49.109614,2026-04-23 11:39:49.109614,5587,partner,,,5789.270530153937,32,0.05163230728455472,0.3740000022905538,Norte
ORD-000080,2026-04-22 22:39:49.109617,2026-04-22 22:39:49.109617,3845,digital,,,3913.3930675868587,170,0.038602902062353936,0.24057634927694654,Sul
ORD-000081,2026-04-23 22:39:49.109621,2026-04-23 22:39:49.109621,5564,digital,referral,,5903.520172418435,161,0.006643880027010884,0.299519969582378,Centro-Oeste
ORD-000082,2026-04-24 11:39:49.109624,2026-04-24 11:39:49.109624,1000,digital,,ok,4922.037321498798,106,0.05172343940886957,0.43146907721260097,Centro-Oeste
ORD-000083,2026-04-23 03:39:49.109628,2026-04-23 03:39:49.109628,4932,digital,referral,ok,5940.308137224145,62,0.2441857733476766,0.429895170984373,Sudeste
ORD-000084,2026-04-23 13:39:49.109631,2026-04-23 13:39:49.109631,5675,digital,referral,ok,5462.271024131368,53,0.24419692204863105,0.32515188402305795,Nordeste
ORD-000085,2026-04-23 10:39:49.109635,2026-04-23 10:39:49.109635,4057,telesales,,,1542.3657834249589,135,0.16213562310870291,0.49434406520475316,Nordeste
ORD-000086,2026-04-24 14:39:49.109639,2026-04-24 14:39:49.109639,8472,field,,,5237.874739497596,134,0.10006934308017856,0.32168258896900553,Centro-Oeste
ORD-000087,2026-04-24 04:39:49.109643,2026-04-24 04:39:49.109643,3248,telesales,referral,,4087.589417262619,108,0.2420341257005948,0.38695815934908967,Norte
ORD-000088,2026-04-23 06:39:49.109647,2026-04-23 06:39:49.109647,2240,telesales,referral,,5898.013424721812,114,0.058504573036672086,0.38474266001109486,Nordeste
ORD-000089,2026-04-23 03:39:49.109650,2026-04-23 03:39:49.109650,5747,digital,referral,ok,5209.44899416416,165,0.041956197029412265,0.2435623845443587,Centro-Oeste
ORD-000090,2026-04-23 22:39:49.109652,2026-04-23 22:39:49.109652,8984,digital,,ok,5223.562845558728,151,0.026763065379828255,0.34116064617074965,Sul
ORD-000091,2026-04-23 05:39:49.109654,2026-04-23 05:39:49.109654,4377,partner,referral,ok,4173.308645150099,150,0.2553977839567233,0.5404263660853396,Sudeste
ORD-000092,2026-04-23 03:39:49.109656,2026-04-23 03:39:49.109656,1419,field,referral,ok,3404.8725694706504,56,0.21445289406578646,0.27621864884650954,Sudeste
ORD-000093,2026-04-24 00:39:49.109669,2026-04-24 00:39:49.109669,9728,digital,referral,,3980.5356492353694,13,0.18737588514882605,0.40001260618273227,Nordeste
ORD-000094,2026-04-23 00:39:49.109671,2026-04-23 00:39:49.109671,4998,partner,referral,ok,2340.1292861628617,92,0.21824023866326234,0.2576493949897753,Norte
ORD-000095,2026-04-24 05:39:49.109674,2026-04-24 05:39:49.109674,2556,partner,referral,ok,3791.5875185440254,68,0.043043607660674284,0.27538486598890216,Nordeste
ORD-000096,2026-04-24 07:39:49.109676,2026-04-24 07:39:49.109676,6539,partner,,ok,2743.0090805526816,67,0.11543672624735896,0.23685698103153358,Sudeste
ORD-000097,2026-04-23 10:39:49.109678,2026-04-23 10:39:49.109678,3876,digital,referral,,2774.711035490627,104,0.24423456882424133,0.4252856779063964,Norte
ORD-000098,2026-04-23 13:39:49.109680,2026-04-23 13:39:49.109680,9439,field,referral,ok,4639.774616671451,185,0.27502965284432984,0.2802889913096723,Sul
ORD-000099,2026-04-24 12:39:49.109682,2026-04-24 12:39:49.109682,3645,partner,referral,,5140.858727404753,160,0.15392869017670238,0.45139953165320795,Nordeste
ORD-000100,2026-04-23 03:39:49.109684,2026-04-23 03:39:49.109684,5950,partner,referral,ok,4461.847823789741,135,0.03661843382489359,0.30749438964479475,Sudeste
ORD-000101,2026-04-24 09:39:49.109686,2026-04-24 09:39:49.109686,5889,digital,referral,ok,,143,0.29355519972380983,0.36023994087620587,Sul
ORD-000102,2026-04-23 05:39:49.109688,2026-04-23 05:39:49.109688,3181,partner,referral,ok,3363.110205313289,83,0.11850856241722797,0.382910466157511,Sudeste
ORD-000103,2026-04-24 18:39:49.109690,2026-04-24 18:39:49.109690,5493,telesales,referral,,4119.368409162347,110,0.09569839922622851,0.2206498941652188,Norte
ORD-000104,2026-04-23 05:39:49.109692,2026-04-23 05:39:49.109692,1981,telesales,referral,,3513.332350526705,87,0.03599727471449316,0.3662919400208059,Nordeste
ORD-000105,2026-04-23 06:39:49.109694,2026-04-23 06:39:49.109694,6793,field,referral,ok,4424.603109454427,161,0.0037888862984145288,0.3779918227349508,Centro-Oeste
ORD-000106,2026-04-23 06:39:49.109697,2026-04-23 06:39:49.109697,7824,partner,referral,ok,2674.1618711053134,198,0.1811020017455942,0.4412013589844214,Sul
ORD-000107,2026-04-23 11:39:49.109699,2026-04-23 11:39:49.109699,9549,digital,,ok,5341.581093846873,87,0.18372930559032577,0.27323972884801284,Sudeste
ORD-000108,2026-04-23 20:39:49.109701,2026-04-23 20:39:49.109701,3931,field,,,3819.5626535091696,144,0.07027234101661814,0.28463825220268163,Sudeste
ORD-000109,2026-04-23 09:39:49.109703,2026-04-23 09:39:49.109703,3566,partner,referral,ok,4951.508280338806,12,0.04859602684414712,0.4027638369959967,Sul
ORD-000110,2026-04-24 05:39:49.109705,2026-04-24 05:39:49.109705,5938,field,referral,ok,5564.666394757431,80,0.15840264014968009,0.4629913580173135,Norte
ORD-000111,2026-04-23 06:39:49.109707,2026-04-23 06:39:49.109707,7234,telesales,referral,,4893.4450583172,174,0.1306220565175856,0.30259979952046934,Norte
ORD-000112,2026-04-23 16:39:49.109710,2026-04-23 16:39:49.109710,9931,digital,referral,,5458.952147517699,137,0.09109621140875966,0.25118370753176666,Centro-Oeste
ORD-000113,2026-04-23 21:39:49.109712,2026-04-23 21:39:49.109712,1225,field,referral,ok,2020.0328845751146,105,0.06546985859226642,0.3246617494012109,Centro-Oeste
ORD-000114,2026-04-23 19:39:49.109714,2026-04-23 19:39:49.109714,3144,field,referral,,3908.5720035553363,43,0.25779175747739297,0.26893415938938753,Nordeste
ORD-000115,2026-04-23 16:39:49.109716,2026-04-23 16:39:49.109716,3361,field,referral,ok,5823.692000146901,161,0.2951483877316498,0.3818224879482488,Sudeste
ORD-000116,2026-04-24 17:39:49.109718,2026-04-24 17:39:49.109718,3298,partner,,,5111.075445979466,194,0.10667451971481708,0.2636132178711701,Norte
ORD-000117,2026-04-24 12:39:49.109720,2026-04-24 12:39:49.109720,5173,field,referral,,6718.155918661755,79,0.20943923582945007,0.42783237688026216,Norte
ORD-000118,2026-04-24 07:39:49.109722,2026-04-24 07:39:49.109722,8855,field,referral,,6545.25657596042,162,0.2596641642986274,0.36700933546518033,Sul
ORD-000119,2026-04-24 13:39:49.109724,2026-04-24 13:39:49.109724,1278,digital,referral,ok,4859.510561340764,118,0.008081034244638474,0.43032799532875093,Norte
ORD-000120,2026-04-23 22:39:49.109726,2026-04-23 22:39:49.109726,8341,field,,ok,4197.625657338232,80,0.2724194641488554,0.15613531052017632,Centro-Oeste
ORD-000121,2026-04-23 11:39:49.109729,2026-04-23 11:39:49.109729,6558,digital,referral,ok,3349.8735443196124,66,0.1497446978609377,0.20934794316249722,Sul
ORD-000122,2026-04-23 12:39:49.109731,2026-04-23 12:39:49.109731,6536,field,,ok,3929.0297213577032,101,0.167024778120702,0.4534138099584572,Sudeste
ORD-000123,2026-04-23 20:39:49.109733,2026-04-23 20:39:49.109733,7104,digital,,,4010.103709812761,82,0.1619619958942498,0.29243832151638327,Centro-Oeste
ORD-000124,2026-04-23 02:39:49.109735,2026-04-23 02:39:49.109735,2038,partner,referral,ok,3788.100969141942,123,0.07287815802268459,0.23268937984880786,Nordeste
ORD-000125,2026-04-23 16:39:49.109737,2026-04-23 16:39:49.109737,7719,telesales,,,3397.9947027107446,30,0.23467243229721363,0.3337841274757962,Norte
ORD-000126,2026-04-24 15:39:49.109739,2026-04-24 15:39:49.109739,3232,telesales,referral,,,95,0.21970151176071046,0.3693876597704577,Norte
ORD-000127,2026-04-23 07:39:49.109741,2026-04-23 07:39:49.109741,5648,digital,referral,,6535.967613770681,148,0.028737704705499897,0.337358838446089,Centro-Oeste
ORD-000128,2026-04-23 15:39:49.109744,2026-04-23 15:39:49.109744,7091,digital,,,5619.90812187631,169,0.16883747235046298,0.38744113171942485,Centro-Oeste
ORD-000129,2026-04-23 13:39:49.109748,2026-04-23 13:39:49.109748,6434,partner,referral,ok,4113.095930075612,56,0.2871078605115272,0.3766000148839987,Nordeste
ORD-000130,2026-04-23 16:39:49.109752,2026-04-23 16:39:49.109752,3907,telesales,referral,,5716.834617120851,120,0.2613472330278627,0.37241210747434567,Nordeste
ORD-000131,2026-04-23 16:39:49.109755,2026-04-23 16:39:49.109755,4564,field,referral,ok,4915.981040206659,61,0.1877713114046234,0.45786967905422793,Norte
ORD-000132,2026-04-24 14:39:49.109759,2026-04-24 14:39:49.109759,5288,partner,referral,ok,4451.154778875789,158,0.059608003128320215,0.3488655738710021,Norte
ORD-000133,2026-04-23 16:39:49.109762,2026-04-23 16:39:49.109762,1371,field,referral,,4376.252729223115,71,0.10416693900801068,0.3465135797980296,Nordeste
ORD-000134,2026-04-23 05:39:49.109766,2026-04-23 05:39:49.109766,7533,digital,,,4260.071834414083,135,0.045107420838306746,0.41422491915746323,Sul
ORD-000135,2026-04-24 04:39:49.109770,2026-04-24 04:39:49.109770,1899,telesales,,ok,5281.279347284724,86,0.24657918449687952,0.3942127766165163,Nordeste
ORD-000136,2026-04-23 14:39:49.109774,2026-04-23 14:39:49.109774,5126,telesales,referral,,4667.604098731706,54,0.2336012493817538,0.2777713405920965,Norte
ORD-000137,2026-04-24 17:39:49.109778,2026-04-24 17:39:49.109778,6894,telesales,referral,ok,3625.892642907612,115,0.273107492200703,0.3426309002331656,Centro-Oeste
ORD-000138,2026-04-24 02:39:49.109782,2026-04-24 02:39:49.109782,1723,digital,referral,,3567.7774690795777,125,0.01901866424127897,0.3850583278676955,Norte
ORD-000139,2026-04-23 22:39:49.109787,2026-04-23 22:39:49.109787,9959,field,,,4867.084777538002,136,0.28941404449484764,0.3030537487811742,Centro-Oeste
ORD-000140,2026-04-22 20:39:49.109791,2026-04-22 20:39:49.109791,4394,telesales,,,5014.38145881993,158,0.28992820097468786,0.3068659635204394,Sudeste
ORD-000141,2026-04-24 08:39:49.109793,2026-04-24 08:39:49.109793,1142,telesales,referral,,4124.240826819859,135,0.2023229380651087,0.23868332011609433,Norte
ORD-000142,2026-04-24 06:39:49.109796,2026-04-24 06:39:49.109796,6927,telesales,,,3141.593252704507,170,0.26452447489200254,0.11937765096109154,Sul
ORD-000143,2026-04-23 23:39:49.109798,2026-04-23 23:39:49.109798,6017,telesales,referral,,6001.158140502159,85,0.13153136195479248,0.3200737086627946,Sudeste
ORD-000144,2026-04-22 20:39:49.109800,2026-04-22 20:39:49.109800,6762,digital,referral,,,102,0.09402129030167188,0.3601828638243113,Sul
ORD-000145,2026-04-23 02:39:49.109802,2026-04-23 02:39:49.109802,7758,telesales,,ok,2115.1481988318023,96,0.04631053680145035,0.2623668650292134,Sudeste
ORD-000146,2026-04-24 17:39:49.109804,2026-04-24 17:39:49.109804,5280,partner,,,6107.499507976236,116,0.00947384097442614,0.4602297715960878,Sul
ORD-000147,2026-04-24 08:39:49.109806,2026-04-24 08:39:49.109806,8440,field,,,4249.229043200383,28,0.01259920581742111,0.2662639860482898,Centro-Oeste
ORD-000148,2026-04-23 04:39:49.109808,2026-04-23 04:39:49.109808,4330,field,,,4727.984496032571,170,0.20747001228122883,0.4230024445828872,Norte
ORD-000149,2026-04-24 16:39:49.109811,2026-04-24 16:39:49.109811,5906,partner,referral,,5865.867672063152,104,0.10097239965308734,0.3834936030705913,Norte
ORD-000150,2026-04-23 02:39:49.109813,2026-04-23 02:39:49.109813,2426,field,referral,,6483.046543954864,111,0.016218502367176157,0.5241068313645908,Norte
ORD-000151,2026-04-24 05:39:49.109815,2026-04-24 05:39:49.109815,6578,digital,,ok,,175,0.03366069287584632,0.3931871458205669,Norte
ORD-000152,2026-04-22 23:39:49.109817,2026-04-22 23:39:49.109817,3354,telesales,referral,,4789.236598740671,93,0.19958512948922993,0.23429791487084523,Sul
ORD-000153,2026-04-24 05:39:49.109819,2026-04-24 05:39:49.109819,7269,telesales,,ok,2849.231176436402,92,0.28160406459064247,0.4343493284599961,Sul
ORD-000154,2026-04-23 22:39:49.109821,2026-04-23 22:39:49.109821,8208,telesales,,,2068.521811218314,113,0.12239345769537296,0.4858065467971784,Sudeste
ORD-000155,2026-04-23 11:39:49.109823,2026-04-23 11:39:49.109823,8729,digital,referral,,5553.790726829404,187,0.23329727024834965,0.20822301844729826,Norte
ORD-000156,2026-04-24 13:39:49.109826,2026-04-24 13:39:49.109826,9360,digital,referral,,6110.436414893372,51,0.2920745430342242,0.401130312622592,Sul
ORD-000157,2026-04-23 16:39:49.109828,2026-04-23 16:39:49.109828,2100,telesales,referral,ok,3522.4261669943426,32,0.2124897896682853,0.41882518784648265,Nordeste
ORD-000158,2026-04-23 19:39:49.109830,2026-04-23 19:39:49.109830,2241,partner,,ok,4176.264042313524,22,0.2169019300003751,0.3329737455962295,Sul
ORD-000159,2026-04-23 06:39:49.109832,2026-04-23 06:39:49.109832,9334,field,referral,,3831.2809339374544,147,0.18477023825451597,0.15624362707702197,Sudeste
ORD-000159,2026-04-22 20:39:49.109834,2026-04-22 20:39:49.109834,4427,partner,referral,ok,3799.319911813196,3,0.29330295440652965,0.3263233687609259,Centro-Oeste
ORD-000161,2026-04-23 11:39:49.109836,2026-04-23 11:39:49.109836,1234,digital,referral,,5789.953420670358,141,0.08994181030670319,0.30351446283340844,Sudeste
ORD-000162,2026-04-23 23:39:49.109838,2026-04-23 23:39:49.109838,3582,telesales,referral,,4762.047759304371,176,0.23489653528821539,0.47238206904508506,Sudeste
ORD-000163,2026-04-23 23:39:49.109840,2026-04-23 23:39:49.109840,8524,field,referral,ok,,136,0.12452341866363888,0.342912696558544,Sul
ORD-000164,2026-04-23 23:39:49.109842,2026-04-23 23:39:49.109842,4194,telesales,,,7689.024024612447,34,0.046625892627178735,0.31701510666133365,Sudeste
ORD-000165,2026-04-23 04:39:49.109844,2026-04-23 04:39:49.109844,1690,telesales,referral,,2778.6949211909277,132,0.2218117124194415,0.303079002482842,Nordeste
ORD-000166,2026-04-24 03:39:49.109847,2026-04-24 03:39:49.109847,7498,telesales,referral,,5157.493297794943,89,0.24882057441334496,0.37605980934332517,Norte
ORD-000167,2026-04-24 11:39:49.109848,2026-04-24 11:39:49.109848,2751,digital,,ok,3241.226057793366,5,0.2590797358335269,0.35454945539985055,Sul
